Experiment	LongTerm Data	
2.1380928E+3	-1.3910129E+3
2.1390918E+3	-1.4071173E+3
2.1400920E+3	-1.3578760E+3
2.1410920E+3	-1.3789753E+3
2.1420923E+3	-1.3861052E+3
2.1430923E+3	-1.4364934E+3
2.1440923E+3	-1.3876987E+3
2.1450925E+3	-1.4092654E+3
2.1460925E+3	-1.4017827E+3
2.1470918E+3	-1.4236914E+3
2.1480918E+3	-1.4024879E+3
2.1490918E+3	-1.4534547E+3
2.1500940E+3	-1.4274276E+3
2.1510920E+3	-1.4301145E+3
2.1520942E+3	-1.4031094E+3
2.1530923E+3	-1.4538334E+3
2.1540923E+3	-1.4292085E+3
2.1550925E+3	-1.4403396E+3
2.1560935E+3	-1.4464451E+3
2.1570928E+3	-1.4181001E+3
2.1580937E+3	-1.4266207E+3
2.1590928E+3	-1.4533329E+3
2.1600940E+3	-1.4380378E+3
2.1610930E+3	-1.4216099E+3
2.1620942E+3	-1.4487550E+3
2.1630933E+3	-1.4493646E+3
2.1640923E+3	-1.4182001E+3
2.1650925E+3	-1.4415013E+3
2.1660935E+3	-1.4617343E+3
2.1670928E+3	-1.4628914E+3
2.1680928E+3	-1.4455067E+3
2.1690928E+3	-1.4502301E+3
2.1700930E+3	-1.4484619E+3
2.1710930E+3	-1.4663474E+3
2.1720933E+3	-1.4688572E+3
2.1730933E+3	-1.4430676E+3
2.1740935E+3	-1.4392429E+3
2.1750935E+3	-1.5039667E+3
2.1760935E+3	-1.4871604E+3
2.1770937E+3	-1.4656766E+3
2.1780937E+3	-1.4910372E+3
2.1790940E+3	-1.4745963E+3
2.1800940E+3	-1.4708867E+3
2.1810940E+3	-1.4834617E+3
2.1820933E+3	-1.4672063E+3
2.1830933E+3	-1.4640808E+3
2.1840935E+3	-1.4280109E+3
2.1850935E+3	-1.4523484E+3
2.1860935E+3	-1.4423149E+3
2.1870937E+3	-1.4733196E+3
2.1880937E+3	-1.5034412E+3
2.1890940E+3	-1.4776266E+3
2.1900940E+3	-1.4572411E+3
2.1910940E+3	-1.4653972E+3
2.1920942E+3	-1.4506711E+3
2.1930942E+3	-1.4210714E+3
2.1940964E+3	-1.4363745E+3
2.1950945E+3	-1.4785110E+3
2.1960945E+3	-1.4742805E+3
2.1970947E+3	-1.4678885E+3
2.1980947E+3	-1.4381838E+3
2.1990940E+3	-1.4186152E+3
2.2000950E+3	-1.4541914E+3
2.2010940E+3	-1.4265916E+3
2.2020942E+3	-1.4234019E+3
2.2030942E+3	-1.4233340E+3
2.2040955E+3	-1.4390609E+3
2.2050945E+3	-1.4131661E+3
2.2060945E+3	-1.4305024E+3
2.2070947E+3	-1.4122257E+3
2.2080947E+3	-1.3774554E+3
2.2090950E+3	-1.4412399E+3
2.2100950E+3	-1.4071589E+3
2.2110950E+3	-1.4076084E+3
2.2120952E+3	-1.3900341E+3
2.2130952E+3	-1.4256893E+3
2.2140964E+3	-1.4347689E+3
2.2150955E+3	-1.3863591E+3
2.2160957E+3	-1.4188943E+3
2.2170947E+3	-1.4234701E+3
2.2180957E+3	-1.4300764E+3
2.2190950E+3	-1.4304692E+3
2.2200950E+3	-1.4501146E+3
2.2210950E+3	-1.4111302E+3
2.2220952E+3	-1.4568813E+3
2.2230952E+3	-1.4288223E+3
2.2240964E+3	-1.4528450E+3
2.2250955E+3	-1.4654036E+3
2.2260957E+3	-1.4808821E+3
2.2270957E+3	-1.4966919E+3
2.2280957E+3	-1.4501696E+3
2.2290959E+3	-1.4942307E+3
2.2300959E+3	-1.4648854E+3
2.2310962E+3	-1.4619987E+3
2.2320962E+3	-1.4849093E+3
2.2330962E+3	-1.4861719E+3
2.2340955E+3	-1.4909022E+3
2.2350955E+3	-1.4992773E+3
2.2360957E+3	-1.4644752E+3
2.2370957E+3	-1.4978450E+3
2.2380957E+3	-1.5041320E+3
2.2390959E+3	-1.5096298E+3
2.2400959E+3	-1.5294315E+3
2.2410962E+3	-1.5069493E+3
2.2420962E+3	-1.4745643E+3
2.2430962E+3	-1.4842732E+3
2.2440964E+3	-1.4658262E+3
2.2450964E+3	-1.5081841E+3
2.2460967E+3	-1.5087430E+3
2.2470967E+3	-1.5526567E+3
2.2480967E+3	-1.4740023E+3
2.2490969E+3	-1.5234318E+3
2.2500969E+3	-1.5197816E+3
2.2510972E+3	-1.5081504E+3
2.2520962E+3	-1.5031948E+3
2.2530962E+3	-1.5116174E+3
2.2540964E+3	-1.5349092E+3
2.2550964E+3	-1.5299678E+3
2.2560967E+3	-1.5359750E+3
2.2570967E+3	-1.5083889E+3
2.2580967E+3	-1.4795619E+3
2.2590969E+3	-1.5118788E+3
2.2600969E+3	-1.5088170E+3
2.2610972E+3	-1.5272283E+3
2.2620972E+3	-1.5594352E+3
2.2630972E+3	-1.5617905E+3
2.2640974E+3	-1.5037087E+3
2.2650974E+3	-1.5202693E+3
2.2660977E+3	-1.5166245E+3
2.2670977E+3	-1.5785090E+3
2.2680979E+3	-1.5552081E+3
2.2690969E+3	-1.5607019E+3
2.2700969E+3	-1.5300784E+3
2.2710972E+3	-1.5408612E+3
2.2720972E+3	-1.5328331E+3
2.2730972E+3	-1.5590454E+3
2.2740974E+3	-1.5679279E+3
2.2750974E+3	-1.5728218E+3
2.2760977E+3	-1.5373674E+3
2.2770977E+3	-1.5510822E+3
2.2780979E+3	-1.5632324E+3
2.2790979E+3	-1.5731110E+3
2.2800979E+3	-1.5649266E+3
2.2810981E+3	-1.5512850E+3
2.2820981E+3	-1.5413521E+3
2.2830984E+3	-1.5537456E+3
2.2840984E+3	-1.5603033E+3
2.2850984E+3	-1.5754426E+3
2.2860986E+3	-1.5581532E+3
2.2870977E+3	-1.5340900E+3
2.2880979E+3	-1.5698877E+3
2.2890979E+3	-1.5682446E+3
2.2900979E+3	-1.5266410E+3
2.2910981E+3	-1.5729169E+3
2.2920981E+3	-1.5470424E+3
2.2930984E+3	-1.5326129E+3
2.2940984E+3	-1.5472375E+3
2.2950984E+3	-1.5406088E+3
2.2960986E+3	-1.5671858E+3
2.2970986E+3	-1.5465303E+3
2.2980989E+3	-1.5358544E+3
2.2990989E+3	-1.5676448E+3
2.3000989E+3	-1.5190676E+3
2.3010991E+3	-1.5156345E+3
2.3020991E+3	-1.5690615E+3
2.3030994E+3	-1.5393785E+3
2.3040984E+3	-1.5208107E+3
2.3050984E+3	-1.5332008E+3
2.3060986E+3	-1.5408129E+3
2.3070986E+3	-1.5684280E+3
2.3080989E+3	-1.5244175E+3
2.3090989E+3	-1.5468171E+3
2.3100989E+3	-1.5425645E+3
2.3110991E+3	-1.5356500E+3
2.3120991E+3	-1.5180267E+3
2.3130994E+3	-1.5490569E+3
2.3140994E+3	-1.5239071E+3
2.3150994E+3	-1.5254100E+3
2.3160996E+3	-1.5749824E+3
2.3170996E+3	-1.5383085E+3
2.3180999E+3	-1.5631675E+3
2.3191028E+3	-1.5135770E+3
2.3201001E+3	-1.5441964E+3
2.3211011E+3	-1.5561676E+3
2.3220991E+3	-1.5556066E+3
2.3230994E+3	-1.5262648E+3
2.3240994E+3	-1.5157852E+3
2.3250994E+3	-1.5359230E+3
2.3260996E+3	-1.5216384E+3
2.3270996E+3	-1.5046588E+3
2.3280999E+3	-1.5427212E+3
2.3290999E+3	-1.5156260E+3
2.3301001E+3	-1.5296320E+3
2.3311021E+3	-1.5300403E+3
2.3321001E+3	-1.5618046E+3
2.3331023E+3	-1.5530151E+3
2.3341003E+3	-1.5248396E+3
2.3351025E+3	-1.5459124E+3
2.3361006E+3	-1.5598472E+3
2.3371028E+3	-1.5452942E+3
2.3381008E+3	-1.5607152E+3
2.3390999E+3	-1.6022498E+3
2.3401001E+3	-1.6144830E+3
2.3411001E+3	-1.5847352E+3
2.3421001E+3	-1.5708179E+3
2.3431023E+3	-1.5836279E+3
2.3441003E+3	-1.5804663E+3
2.3451025E+3	-1.6058683E+3
2.3461006E+3	-1.6074108E+3
2.3471038E+3	-1.5574994E+3
2.3481008E+3	-1.5742367E+3
2.3491028E+3	-1.5925187E+3
2.3501011E+3	-1.6030881E+3
2.3511030E+3	-1.6017400E+3
2.3521011E+3	-1.6129250E+3
2.3531023E+3	-1.5620909E+3
2.3541013E+3	-1.5785752E+3
2.3551016E+3	-1.5962297E+3
2.3561016E+3	-1.5642322E+3
2.3571018E+3	-1.5930039E+3
2.3581008E+3	-1.5942449E+3
2.3591050E+3	-1.5619287E+3
2.3601011E+3	-1.5709635E+3
2.3611030E+3	-1.5685153E+3
2.3621011E+3	-1.5843114E+3
2.3631033E+3	-1.5580669E+3
2.3641013E+3	-1.6075015E+3
2.3651045E+3	-1.5445924E+3
2.3661016E+3	-1.5789874E+3
2.3671028E+3	-1.5393029E+3
2.3681018E+3	-1.5864839E+3
2.3691028E+3	-1.5774020E+3
2.3701021E+3	-1.5812914E+3
2.3711050E+3	-1.5923372E+3
2.3721023E+3	-1.6102094E+3
2.3731023E+3	-1.5860730E+3
2.3741013E+3	-1.5812054E+3
2.3751035E+3	-1.6138942E+3
2.3761016E+3	-1.6208141E+3
2.3771038E+3	-1.6015209E+3
2.3781018E+3	-1.5958689E+3
2.3791040E+3	-1.6062495E+3
2.3801021E+3	-1.6448607E+3
2.3811030E+3	-1.5930981E+3
2.3821023E+3	-1.6111300E+3
2.3831042E+3	-1.5785649E+3
2.3841023E+3	-1.6210536E+3
2.3851035E+3	-1.6187911E+3
2.3861025E+3	-1.6040503E+3
2.3871047E+3	-1.5792650E+3
2.3881047E+3	-1.5975992E+3
2.3891050E+3	-1.5882552E+3
2.3901040E+3	-1.6211339E+3
2.3911030E+3	-1.5924957E+3
2.3921023E+3	-1.6098735E+3
2.3931033E+3	-1.5898531E+3
2.3941023E+3	-1.5859213E+3
2.3951045E+3	-1.6118108E+3
2.3961025E+3	-1.5925214E+3
2.3971047E+3	-1.6102935E+3
2.3981028E+3	-1.6076479E+3
2.3991040E+3	-1.6241969E+3
2.4001030E+3	-1.6290632E+3
2.4011040E+3	-1.6534459E+3
2.4021052E+3	-1.6194092E+3
2.4031033E+3	-1.6212620E+3
2.4041074E+3	-1.6257074E+3
2.4051035E+3	-1.6414006E+3
2.4061067E+3	-1.6398706E+3
2.4071038E+3	-1.6540662E+3
2.4081067E+3	-1.6474187E+3
2.4091050E+3	-1.6360527E+3
2.4101030E+3	-1.6274401E+3
2.4111030E+3	-1.6484451E+3
2.4121033E+3	-1.6498473E+3
2.4131042E+3	-1.6086038E+3
2.4141064E+3	-1.6492400E+3
2.4151055E+3	-1.6314766E+3
2.4161086E+3	-1.6521669E+3
2.4171047E+3	-1.6440227E+3
2.4181067E+3	-1.6778553E+3
2.4191050E+3	-1.6601052E+3
2.4201069E+3	-1.6527047E+3
2.4211050E+3	-1.6406793E+3
2.4221082E+3	-1.6568298E+3
2.4231042E+3	-1.6588295E+3
2.4241084E+3	-1.6294929E+3
2.4251045E+3	-1.6731913E+3
2.4261086E+3	-1.6685405E+3
2.4271038E+3	-1.6694926E+3
2.4281067E+3	-1.6604460E+3
2.4291050E+3	-1.5996482E+3
2.4301069E+3	-1.6555079E+3
2.4311062E+3	-1.6539642E+3
2.4321072E+3	-1.6404871E+3
2.4331042E+3	-1.6206606E+3
2.4341145E+3	-1.6363359E+3
2.4351045E+3	-1.6172874E+3
2.4361077E+3	-1.6230812E+3
2.4371057E+3	-1.6934283E+3
2.4381067E+3	-1.6510323E+3
2.4391060E+3	-1.6554905E+3
2.4401089E+3	-1.6692089E+3
2.4411050E+3	-1.6059326E+3
2.4421072E+3	-1.6133823E+3
2.4431052E+3	-1.6035901E+3
2.4441074E+3	-1.6402323E+3
2.4451045E+3	-1.6388357E+3
2.4461086E+3	-1.6320063E+3
2.4471047E+3	-1.6508436E+3
2.4481077E+3	-1.6633014E+3
2.4491050E+3	-1.6726577E+3
2.4501079E+3	-1.6460509E+3
2.4511050E+3	-1.6215579E+3
2.4521091E+3	-1.6517091E+3
2.4531052E+3	-1.6757223E+3
2.4541064E+3	-1.6560186E+3
2.4551055E+3	-1.6473231E+3
2.4561067E+3	-1.5842341E+3
2.4571057E+3	-1.6298538E+3
2.4581128E+3	-1.6327435E+3
2.4591060E+3	-1.6249567E+3
2.4601060E+3	-1.6169143E+3
2.4611062E+3	-1.6365955E+3
2.4621072E+3	-1.6636912E+3
2.4631052E+3	-1.6248723E+3
2.4641094E+3	-1.6359015E+3
2.4651055E+3	-1.6375892E+3
2.4661086E+3	-1.6509750E+3
2.4671067E+3	-1.6651755E+3
2.4681077E+3	-1.6339523E+3
2.4691060E+3	-1.6565002E+3
2.4701101E+3	-1.6654611E+3
2.4711062E+3	-1.6637815E+3
2.4721072E+3	-1.6468444E+3
2.4731072E+3	-1.6603615E+3
2.4741064E+3	-1.6706987E+3
2.4751064E+3	-1.6274991E+3
2.4761096E+3	-1.6625822E+3
2.4771077E+3	-1.6312284E+3
2.4781067E+3	-1.6394346E+3
2.4791069E+3	-1.6878783E+3
2.4801079E+3	-1.6485505E+3
2.4811062E+3	-1.6745411E+3
2.4821082E+3	-1.6449070E+3
2.4831062E+3	-1.6330564E+3
2.4841074E+3	-1.6555730E+3
2.4851074E+3	-1.6384576E+3
2.4861077E+3	-1.6523745E+3
2.4871067E+3	-1.6924561E+3
2.4881089E+3	-1.7148821E+3
2.4891069E+3	-1.6966876E+3
2.4901089E+3	-1.6858402E+3
2.4911072E+3	-1.6676584E+3
2.4921072E+3	-1.7231488E+3
2.4931072E+3	-1.7050782E+3
2.4941133E+3	-1.6773079E+3
2.4951074E+3	-1.6763618E+3
2.4961086E+3	-1.7126925E+3
2.4971077E+3	-1.6696106E+3
2.4981077E+3	-1.6982661E+3
2.4991069E+3	-1.6882523E+3
2.5001150E+3	-1.6920127E+3
2.5011072E+3	-1.7004750E+3
2.5021082E+3	-1.7303671E+3
2.5031072E+3	-1.7113781E+3
2.5041084E+3	-1.7076290E+3
2.5051074E+3	-1.7158757E+3
2.5061145E+3	-1.7370771E+3
2.5071077E+3	-1.7108907E+3
2.5081089E+3	-1.7247516E+3
2.5091079E+3	-1.7509431E+3
2.5101079E+3	-1.7434436E+3
2.5111082E+3	-1.7425712E+3
2.5121152E+3	-1.7255607E+3
2.5131084E+3	-1.7376226E+3
2.5141094E+3	-1.7529669E+3
2.5151084E+3	-1.7690638E+3
2.5161086E+3	-1.7316270E+3
2.5171077E+3	-1.7460687E+3
2.5181167E+3	-1.7714005E+3
2.5191079E+3	-1.7665223E+3
2.5201089E+3	-1.7509663E+3
2.5211082E+3	-1.7333958E+3
2.5221082E+3	-1.7494099E+3
2.5231084E+3	-1.7497528E+3
2.5241133E+3	-1.7543988E+3
2.5251084E+3	-1.7212653E+3
2.5261086E+3	-1.7293724E+3
2.5271086E+3	-1.6940616E+3
2.5281089E+3	-1.7242770E+3
2.5291089E+3	-1.7803805E+3
2.5301160E+3	-1.7796329E+3
2.5311091E+3	-1.7658737E+3
2.5321082E+3	-1.7583749E+3
2.5331084E+3	-1.7772957E+3
2.5341094E+3	-1.7706145E+3
2.5351084E+3	-1.7642004E+3
2.5361177E+3	-1.7804641E+3
2.5371086E+3	-1.7626841E+3
2.5381099E+3	-1.7311624E+3
2.5391089E+3	-1.7792009E+3
2.5401089E+3	-1.7665220E+3
2.5411091E+3	-1.7822966E+3
2.5421133E+3	-1.7841406E+3
2.5431094E+3	-1.7720558E+3
2.5441094E+3	-1.7628236E+3
2.5451106E+3	-1.7870554E+3
2.5461096E+3	-1.7946135E+3
2.5471096E+3	-1.7918600E+3
2.5481099E+3	-1.7878398E+3
2.5491089E+3	-1.7817195E+3
2.5501089E+3	-1.7801838E+3
2.5511101E+3	-1.7673160E+3
2.5521091E+3	-1.8096086E+3
2.5531094E+3	-1.8248640E+3
2.5541133E+3	-1.7682611E+3
2.5551094E+3	-1.8062418E+3
2.5561096E+3	-1.7829333E+3
2.5571096E+3	-1.7845144E+3
2.5581099E+3	-1.7761349E+3
2.5591099E+3	-1.8053790E+3
2.5601140E+3	-1.7642898E+3
2.5611101E+3	-1.7750115E+3
2.5621101E+3	-1.7523396E+3
2.5631104E+3	-1.7912725E+3
2.5641104E+3	-1.7746854E+3
2.5651106E+3	-1.7927827E+3
2.5661167E+3	-1.7954585E+3
2.5671096E+3	-1.7693102E+3
2.5681099E+3	-1.8192307E+3
2.5691108E+3	-1.7407352E+3
2.5701099E+3	-1.7660729E+3
2.5711101E+3	-1.7924938E+3
2.5721152E+3	-1.7635834E+3
2.5731104E+3	-1.8322959E+3
2.5741104E+3	-1.8041483E+3
2.5751106E+3	-1.7944154E+3
2.5761106E+3	-1.7951935E+3
2.5771106E+3	-1.7916036E+3
2.5781177E+3	-1.7782849E+3
2.5791108E+3	-1.7988827E+3
2.5801111E+3	-1.8056597E+3
2.5811111E+3	-1.7675343E+3
2.5821111E+3	-1.7871176E+3
2.5831113E+3	-1.7894729E+3
2.5841155E+3	-1.8049249E+3
2.5851106E+3	-1.7987235E+3
2.5861106E+3	-1.8040492E+3
2.5871106E+3	-1.7797133E+3
2.5881108E+3	-1.8384338E+3
2.5891108E+3	-1.8044841E+3
2.5901111E+3	-1.8172294E+3
2.5911111E+3	-1.8331521E+3
2.5921111E+3	-1.8549388E+3
2.5931113E+3	-1.8164133E+3
2.5941113E+3	-1.8049166E+3
2.5951116E+3	-1.8293784E+3
2.5961145E+3	-1.8294415E+3
2.5971116E+3	-1.8456577E+3
2.5981118E+3	-1.8114348E+3
2.5991118E+3	-1.8312119E+3
2.6001160E+3	-1.8371250E+3
2.6011121E+3	-1.7997078E+3
2.6021162E+3	-1.7784890E+3
2.6031113E+3	-1.8254283E+3
2.6041113E+3	-1.8307849E+3
2.6051116E+3	-1.8177717E+3
2.6061116E+3	-1.8342017E+3
2.6071116E+3	-1.7936743E+3
2.6081118E+3	-1.8205516E+3
2.6091118E+3	-1.8282448E+3
2.6101121E+3	-1.8313680E+3
2.6111121E+3	-1.8018977E+3
2.6121123E+3	-1.8201464E+3
2.6131123E+3	-1.7744728E+3
2.6141165E+3	-1.8086427E+3
2.6151125E+3	-1.8197773E+3
2.6161125E+3	-1.8305439E+3
2.6171128E+3	-1.7927468E+3
2.6181157E+3	-1.7581644E+3
2.6191118E+3	-1.7845356E+3
2.6201121E+3	-1.8118811E+3
2.6211121E+3	-1.7688097E+3
2.6221123E+3	-1.7761935E+3
2.6231123E+3	-1.7912589E+3
2.6241123E+3	-1.7893348E+3
2.6251125E+3	-1.8160283E+3
2.6261125E+3	-1.7932352E+3
2.6271128E+3	-1.7987258E+3
2.6281157E+3	-1.8535687E+3
2.6291128E+3	-1.7995912E+3
2.6301160E+3	-1.7946423E+3
2.6311130E+3	-1.7800958E+3
2.6321162E+3	-1.8070277E+3
2.6331133E+3	-1.7915806E+3
2.6341145E+3	-1.8148431E+3
2.6351135E+3	-1.7901021E+3
2.6361125E+3	-1.8001792E+3
2.6371128E+3	-1.8104966E+3
2.6381147E+3	-1.8036915E+3
2.6391128E+3	-1.8097441E+3
2.6401150E+3	-1.8059696E+3
2.6411130E+3	-1.8159508E+3
2.6421162E+3	-1.8310509E+3
2.6431133E+3	-1.8230192E+3
2.6441155E+3	-1.8065353E+3
2.6451135E+3	-1.7855774E+3
2.6461167E+3	-1.7893365E+3
2.6471138E+3	-1.7856213E+3
2.6481157E+3	-1.8024763E+3
2.6491138E+3	-1.7817219E+3
2.6501160E+3	-1.7900614E+3
2.6511140E+3	-1.8070026E+3
2.6521162E+3	-1.8018501E+3
2.6531143E+3	-1.8178665E+3
2.6541155E+3	-1.8092952E+3
2.6551135E+3	-1.7903723E+3
2.6561155E+3	-1.7833453E+3
2.6571138E+3	-1.7894990E+3
2.6581157E+3	-1.7938113E+3
2.6591138E+3	-1.7524996E+3
2.6601150E+3	-1.7569374E+3
2.6611140E+3	-1.7618785E+3
2.6621182E+3	-1.8043676E+3
2.6631143E+3	-1.8055370E+3
2.6641165E+3	-1.7501687E+3
2.6651145E+3	-1.7684381E+3
2.6661145E+3	-1.7697678E+3
2.6671147E+3	-1.7183362E+3
2.6681157E+3	-1.7565867E+3
2.6691150E+3	-1.7344338E+3
2.6701160E+3	-1.7202626E+3
2.6711140E+3	-1.7511687E+3
2.6721162E+3	-1.7541013E+3
2.6731143E+3	-1.7012745E+3
2.6741155E+3	-1.6980463E+3
2.6751145E+3	-1.7192842E+3
2.6761167E+3	-1.7409972E+3
2.6771147E+3	-1.7397231E+3
2.6781157E+3	-1.7467947E+3
2.6791150E+3	-1.7159843E+3
2.6801169E+3	-1.7095946E+3
2.6811150E+3	-1.7354392E+3
2.6821162E+3	-1.7413108E+3
2.6831152E+3	-1.6990138E+3
2.6841165E+3	-1.7121301E+3
2.6851155E+3	-1.6900472E+3
2.6861167E+3	-1.6833528E+3
2.6871177E+3	-1.7160691E+3
2.6881157E+3	-1.6978114E+3
2.6891150E+3	-1.6754609E+3
2.6901160E+3	-1.7001753E+3
2.6911150E+3	-1.6988693E+3
2.6921162E+3	-1.6918672E+3
2.6931152E+3	-1.7016749E+3
2.6941165E+3	-1.6906415E+3
2.6951155E+3	-1.7336333E+3
2.6961155E+3	-1.6657651E+3
2.6971157E+3	-1.7102488E+3
2.6981157E+3	-1.6690798E+3
2.6991189E+3	-1.7050870E+3
2.7001169E+3	-1.6808055E+3
2.7011272E+3	-1.6946781E+3
2.7021162E+3	-1.6759833E+3
2.7031194E+3	-1.6683070E+3
2.7041184E+3	-1.6513805E+3
2.7051194E+3	-1.6616729E+3
2.7061167E+3	-1.6798544E+3
2.7071157E+3	-1.6298743E+3
2.7081177E+3	-1.6710450E+3
2.7091160E+3	-1.6992478E+3
2.7101160E+3	-1.6875264E+3
2.7111182E+3	-1.7001670E+3
2.7121162E+3	-1.7044368E+3
2.7131213E+3	-1.7120219E+3
2.7141174E+3	-1.6815344E+3
2.7151194E+3	-1.6743889E+3
2.7161167E+3	-1.6877561E+3
2.7171196E+3	-1.7182031E+3
2.7181167E+3	-1.6734191E+3
2.7191279E+3	-1.6690316E+3
2.7201169E+3	-1.7327178E+3
2.7211211E+3	-1.7170156E+3
2.7221191E+3	-1.7096200E+3
2.7231204E+3	-1.7483887E+3
2.7241184E+3	-1.7370397E+3
2.7251274E+3	-1.7455059E+3
2.7261177E+3	-1.7617231E+3
2.7271196E+3	-1.7418358E+3
2.7281177E+3	-1.7892815E+3
2.7291199E+3	-1.7461083E+3
2.7301189E+3	-1.7359170E+3
2.7311211E+3	-1.7686400E+3
2.7321172E+3	-1.7408605E+3
2.7331204E+3	-1.7324093E+3
2.7341174E+3	-1.7541886E+3
2.7351194E+3	-1.7591576E+3
2.7361177E+3	-1.7847135E+3
2.7371216E+3	-1.7332275E+3
2.7381177E+3	-1.7679116E+3
2.7391199E+3	-1.7264888E+3
2.7401179E+3	-1.7299155E+3
2.7411201E+3	-1.7584689E+3
2.7421172E+3	-1.7386240E+3
2.7431223E+3	-1.7069503E+3
2.7441174E+3	-1.7604941E+3
2.7451206E+3	-1.7633652E+3
2.7461187E+3	-1.7263048E+3
2.7471196E+3	-1.7165438E+3
2.7481177E+3	-1.7514664E+3
2.7491289E+3	-1.7263079E+3
2.7501189E+3	-1.7495851E+3
2.7511191E+3	-1.7269604E+3
2.7521182E+3	-1.7212494E+3
2.7531204E+3	-1.6991609E+3
2.7541184E+3	-1.7172152E+3
2.7551216E+3	-1.6887247E+3
2.7561187E+3	-1.6821293E+3
2.7571196E+3	-1.6834966E+3
2.7581218E+3	-1.7012897E+3
2.7591179E+3	-1.7407448E+3
2.7601179E+3	-1.6899111E+3
2.7611211E+3	-1.6946400E+3
2.7621201E+3	-1.7360271E+3
2.7631213E+3	-1.7081820E+3
2.7641184E+3	-1.7251750E+3
2.7651206E+3	-1.7392482E+3
2.7661187E+3	-1.7447057E+3
2.7671206E+3	-1.7753679E+3
2.7681189E+3	-1.7571534E+3
2.7691218E+3	-1.7694747E+3
2.7701189E+3	-1.7179491E+3
2.7711211E+3	-1.7542871E+3
2.7721191E+3	-1.7318408E+3
2.7731262E+3	-1.7283215E+3
2.7741194E+3	-1.7373470E+3
2.7751206E+3	-1.7217554E+3
2.7761187E+3	-1.7244670E+3
2.7771196E+3	-1.7388771E+3
2.7781189E+3	-1.6961870E+3
2.7791270E+3	-1.7401436E+3
2.7801189E+3	-1.7422180E+3
2.7811221E+3	-1.7227415E+3
2.7821201E+3	-1.7400050E+3
2.7831204E+3	-1.7343456E+3
2.7841194E+3	-1.7444098E+3
2.7851265E+3	-1.7512213E+3
2.7861196E+3	-1.7607928E+3
2.7871196E+3	-1.7643276E+3
2.7881199E+3	-1.7662544E+3
2.7891208E+3	-1.7107213E+3
2.7901199E+3	-1.7410244E+3
2.7911260E+3	-1.7675673E+3
2.7921201E+3	-1.7090864E+3
2.7931213E+3	-1.7279506E+3
2.7941194E+3	-1.7186550E+3
2.7951206E+3	-1.7445662E+3
2.7961196E+3	-1.7034302E+3
2.7971228E+3	-1.7785859E+3
2.7981199E+3	-1.7476061E+3
2.7991208E+3	-1.7014365E+3
2.8001199E+3	-1.7177047E+3
2.8011211E+3	-1.6888479E+3
2.8021201E+3	-1.6870686E+3
2.8031252E+3	-1.7255596E+3
2.8041204E+3	-1.7203871E+3
2.8051216E+3	-1.7234092E+3
2.8061206E+3	-1.6836855E+3
2.8071206E+3	-1.7283206E+3
2.8081208E+3	-1.7183201E+3
2.8091270E+3	-1.7093143E+3
2.8101211E+3	-1.7465691E+3
2.8111211E+3	-1.6749407E+3
2.8121201E+3	-1.7057094E+3
2.8131233E+3	-1.6826786E+3
2.8141213E+3	-1.6809824E+3
2.8151294E+3	-1.6916665E+3
2.8161206E+3	-1.7149447E+3
2.8171228E+3	-1.6683289E+3
2.8181208E+3	-1.7166448E+3
2.8191208E+3	-1.6837742E+3
2.8201211E+3	-1.6834337E+3
2.8211272E+3	-1.6775140E+3
2.8221211E+3	-1.7394019E+3
2.8231223E+3	-1.6877651E+3
2.8241213E+3	-1.6921296E+3
2.8251216E+3	-1.7217501E+3
2.8261216E+3	-1.6910558E+3
2.8271277E+3	-1.7125930E+3
2.8281218E+3	-1.7191536E+3
2.8291218E+3	-1.7390280E+3
2.8301211E+3	-1.7342966E+3
2.8311221E+3	-1.7760090E+3
2.8321211E+3	-1.7302548E+3
2.8331294E+3	-1.7456621E+3
2.8341213E+3	-1.7130314E+3
2.8351216E+3	-1.7048044E+3
2.8361216E+3	-1.7148820E+3
2.8371216E+3	-1.7049270E+3
2.8381218E+3	-1.7333237E+3
2.8391218E+3	-1.7085806E+3
2.8401221E+3	-1.7262429E+3
2.8411221E+3	-1.7518600E+3
2.8421221E+3	-1.7042239E+3
2.8431223E+3	-1.7333300E+3
2.8441223E+3	-1.7026287E+3
2.8451294E+3	-1.6932078E+3
2.8461216E+3	-1.6767513E+3
2.8471238E+3	-1.6760105E+3
2.8481218E+3	-1.7105619E+3
2.8491289E+3	-1.7174244E+3
2.8501221E+3	-1.7056855E+3
2.8511292E+3	-1.6933151E+3
2.8521221E+3	-1.7110541E+3
2.8531233E+3	-1.6818572E+3
2.8541223E+3	-1.6889192E+3
2.8551226E+3	-1.6871877E+3
2.8561226E+3	-1.7039341E+3
2.8571267E+3	-1.6982881E+3
2.8581228E+3	-1.6715665E+3
2.8591228E+3	-1.6886707E+3
2.8601230E+3	-1.6703601E+3
2.8611230E+3	-1.6673719E+3
2.8621233E+3	-1.7094241E+3
2.8631272E+3	-1.7128503E+3
2.8641223E+3	-1.6795228E+3
2.8651226E+3	-1.6459618E+3
2.8661226E+3	-1.6826735E+3
2.8671228E+3	-1.6878342E+3
2.8681228E+3	-1.6882159E+3
2.8691279E+3	-1.6715808E+3
2.8701230E+3	-1.6704039E+3
2.8711230E+3	-1.6763394E+3
2.8721233E+3	-1.6877408E+3
2.8731233E+3	-1.6787485E+3
